from,to,action,p(s'a|s)
4332,6662,3,0.02666666666666667
4332,9152,0,0.013333333333333334
4333,9463,1,0.3333333333333333
4333,4333,2,0.3333333333333333
4333,7713,0,0.3333333333333333
4334,179,5,0.2
4334,4334,2,0.3
4334,7406,5,0.1
4334,2355,5,0.1
4334,4009,5,0.1
4334,6526,2,0.1
4334,6198,0,0.1
4335,6291,1,1.0
4336,4336,5,0.5
4336,930,5,0.5
4337,4337,5,0.75
4337,4337,4,0.125
4337,9971,0,0.125
4338,2822,5,1.0
4339,9309,5,0.14285714285714285
4339,4339,5,0.2857142857142857
4339,11616,5,0.14285714285714285
4339,10190,1,0.42857142857142855
4340,12465,5,0.5263157894736842
4340,4063,2,0.05263157894736842
4340,4340,2,0.15789473684210525
4340,11607,5,0.05263157894736842
4340,10897,2,0.05263157894736842
4340,2342,5,0.05263157894736842
4340,5983,5,0.10526315789473684
4341,4341,3,0.15789473684210525
4341,4341,5,0.3157894736842105
4341,10131,5,0.05263157894736842
4341,11772,2,0.05263157894736842
4341,2653,0,0.21052631578947367
4341,13041,0,0.10526315789473684
4341,1471,5,0.05263157894736842
4341,3672,3,0.05263157894736842
4342,12480,1,0.1111111111111111
4342,4342,4,0.2222222222222222
4342,11197,1,0.1111111111111111
4342,2464,1,0.1111111111111111
4342,11820,1,0.1111111111111111
4342,1203,5,0.1111111111111111
4342,2924,1,0.2222222222222222
4343,4343,5,0.1827956989247312
4343,4343,1,0.3763440860215054
4343,4343,4,0.03225806451612903
4343,3447,0,0.10752688172043011
4343,1073,5,0.03225806451612903
4343,1073,4,0.010752688172043012
4343,1546,2,0.07526881720430108
4343,1546,3,0.11827956989247312
4343,1546,0,0.010752688172043012
4343,1869,0,0.010752688172043012
4343,12065,0,0.010752688172043012
4343,9054,2,0.010752688172043012
4343,11985,1,0.021505376344086023
4344,7862,1,0.6
4344,13307,1,0.2
4344,6291,1,0.2
4345,4345,1,0.2037037037037037
4345,4345,5,0.37037037037037035
4345,4345,4,0.018518518518518517
4345,9550,3,0.1111111111111111
4345,407,0,0.018518518518518517
4345,11278,2,0.25925925925925924
4345,1925,0,0.018518518518518517
4346,13674,2,0.05084745762711865
4346,13674,3,0.06779661016949153
4346,4346,4,0.13559322033898305
4346,4346,3,0.15254237288135594
4346,4346,5,0.1016949152542373
4346,8599,0,0.01694915254237288
4346,8520,0,0.0847457627118644
4346,11998,1,0.13559322033898305
4346,873,3,0.01694915254237288
4346,3186,0,0.01694915254237288
4346,6017,3,0.03389830508474576
4346,10319,1,0.13559322033898305
4346,8993,3,0.01694915254237288
4346,8993,2,0.01694915254237288
4346,6700,1,0.01694915254237288
4347,3874,0,0.3873239436619718
4347,14320,1,0.1619718309859155
4347,4347,2,0.06338028169014084
4347,4347,5,0.1056338028169014
4347,4347,4,0.014084507042253521
4347,5756,5,0.014084507042253521
4347,5756,2,0.007042253521126761
4347,5594,3,0.08450704225352113
4347,5594,2,0.02112676056338028
4347,8439,1,0.08450704225352113
4347,1999,1,0.007042253521126761
4347,9728,0,0.028169014084507043
4347,6066,3,0.014084507042253521
4347,8840,3,0.007042253521126761
4348,11493,0,0.35294117647058826
4348,13794,5,0.17647058823529413
4348,4348,4,0.11764705882352941
4348,4348,3,0.11764705882352941
4348,1430,0,0.058823529411764705
4348,8453,5,0.058823529411764705
4348,2978,0,0.058823529411764705
4348,1115,0,0.058823529411764705
4349,8693,5,0.05555555555555555
4349,8693,2,0.2222222222222222
4349,11123,2,0.1111111111111111
4349,4349,5,0.2222222222222222
4349,4349,2,0.2777777777777778
4349,516,3,0.1111111111111111
4350,3990,5,0.1
4350,4407,3,0.1
4350,4350,5,0.4
4350,4350,2,0.1
4350,4350,4,0.1
4350,9475,3,0.1
4350,3077,5,0.1
4351,9626,5,0.23157894736842105
4351,4351,2,0.4421052631578947
4351,4351,4,0.010526315789473684
4351,5949,1,0.010526315789473684
4351,7086,5,0.18947368421052632
4351,7613,5,0.010526315789473684
4351,5948,2,0.042105263157894736
4351,8990,0,0.05263157894736842
4351,2641,5,0.010526315789473684
4352,9861,1,0.14285714285714285
4352,4352,1,0.42857142857142855
4352,4352,5,0.14285714285714285
4352,12911,2,0.14285714285714285
4352,5727,3,0.14285714285714285
4353,4353,5,0.5
4353,4353,2,0.3333333333333333
4353,222,2,0.16666666666666666
4354,747,5,0.24749163879598662
4354,7355,0,0.020066889632107024
4354,4354,2,0.38294314381270905
4354,4354,4,0.005016722408026756
4354,12774,2,0.09364548494983277
4354,12774,4,0.0016722408026755853
4354,80,5,0.08193979933110368
4354,8931,5,0.09698996655518395
4354,12442,2,0.023411371237458192
4354,1937,3,0.0016722408026755853
4354,6200,5,0.006688963210702341
4354,9129,0,0.005016722408026756
4354,5874,5,0.026755852842809364
4354,8694,5,0.006688963210702341
4355,5314,2,1.0
4356,7606,5,1.0
4357,4357,5,0.25
4357,4357,4,0.25
4357,1976,3,0.25
4357,5096,0,0.25
4358,13512,1,0.6363636363636364
4358,10459,1,0.18181818181818182
4358,9143,1,0.18181818181818182
4359,3989,0,1.0
4360,5259,0,0.5714285714285714
4360,6150,0,0.14285714285714285
4360,4360,4,0.07142857142857142
4360,12051,1,0.07142857142857142
4360,11563,4,0.07142857142857142
4360,8867,3,0.07142857142857142
4361,4361,4,0.25
4361,4361,5,0.25
4361,13739,0,0.25
4361,6190,5,0.25
4362,10417,0,0.7142857142857143
4362,4362,2,0.14285714285714285
4362,3412,5,0.14285714285714285
4363,13099,0,1.0
4364,4364,4,0.16666666666666666
4364,4364,5,0.3333333333333333
4364,792,4,0.08333333333333333
4364,8885,1,0.08333333333333333
4364,2943,1,0.16666666666666666
4364,1675,3,0.08333333333333333
4364,247,1,0.08333333333333333
4365,558,5,1.0
4366,1498,5,0.036322360953461974
4366,1498,2,0.011350737797956867
4366,1498,0,0.00681044267877412
4366,1498,3,0.0011350737797956867
4366,4366,2,0.22360953461975028
4366,4366,5,0.36662883087400683
4366,4366,3,0.04426787741203178
4366,4366,4,0.0056753688989784334
4366,4366,0,0.009080590238365494
4366,3179,0,0.026106696935300794
4366,6373,0,0.06923950056753689
4366,3586,5,0.01021566401816118
4366,3586,2,0.004540295119182747
4366,3586,3,0.0011350737797956867
4366,5311,0,0.049943246311010214
4366,6239,1,0.11237230419977298
4366,4083,0,0.00681044267877412
4366,10015,1,0.004540295119182747
4366,13043,1,0.00340522133938706
4366,10564,0,0.0022701475595913734
4366,8341,0,0.0022701475595913734
4366,1099,0,0.0011350737797956867
4366,12036,1,0.0011350737797956867
4367,12279,5,0.5555555555555556
4367,4367,0,0.1111111111111111
4367,7118,2,0.1111111111111111
4367,6090,1,0.1111111111111111
4367,10013,2,0.1111111111111111
4368,989,0,0.25
4368,9574,2,0.125
4368,11003,5,0.625
4369,7707,3,0.16666666666666666
4369,8339,0,0.16666666666666666
4369,11508,0,0.3333333333333333
4369,4369,1,0.16666666666666666
4369,10581,1,0.16666666666666666
4370,8471,5,0.09090909090909091
4370,5336,5,0.6363636363636364
4370,5599,0,0.09090909090909091
4370,2016,2,0.18181818181818182
4371,2231,5,0.25
4371,6695,5,0.25
4371,4371,2,0.25
4371,11147,5,0.25
4372,4372,5,0.5
4372,13780,5,0.5
4373,4373,5,0.47619047619047616
4373,4373,2,0.047619047619047616
4373,4373,4,0.047619047619047616
4373,378,5,0.19047619047619047
4373,10917,5,0.047619047619047616
4373,10917,2,0.047619047619047616
4373,7484,1,0.047619047619047616
4373,1968,1,0.047619047619047616
4373,6599,5,0.047619047619047616
4374,13993,1,0.14285714285714285
4374,3700,1,0.7619047619047619
4374,4374,4,0.047619047619047616
4374,10344,1,0.047619047619047616
4375,4439,0,1.0
4376,11418,1,1.0
4377,13666,1,0.3
4377,9229,0,0.0125
4377,4377,1,0.4625
4377,6788,4,0.0125
4377,6788,1,0.0375
4377,7610,0,0.1375
4377,12841,3,0.0125
4377,522,2,0.0125
4377,522,3,0.0125
4378,542,5,1.0
4379,4379,2,0.7272727272727273
4379,12752,2,0.09090909090909091
4379,5101,0,0.09090909090909091
4379,8675,5,0.09090909090909091
4380,13179,1,0.2222222222222222
4380,13560,1,0.2222222222222222
4380,14315,1,0.2222222222222222
4380,4271,1,0.1111111111111111
4380,9739,1,0.1111111111111111
4380,2138,1,0.1111111111111111
4381,4381,2,0.5
4381,12754,5,0.5
4382,14148,0,0.5
4382,13958,5,0.25
4382,10717,2,0.25
4383,8729,5,0.2222222222222222
4383,6440,5,0.7777777777777778
4384,9884,3,0.030303030303030304
4384,9884,5,0.030303030303030304
4384,13429,2,0.030303030303030304
4384,10,3,0.15151515151515152
4384,10,5,0.030303030303030304
4384,13822,0,0.030303030303030304
4384,4384,3,0.18181818181818182
4384,4384,5,0.24242424242424243
4384,4384,4,0.06060606060606061
4384,5584,2,0.030303030303030304
4384,1558,2,0.06060606060606061
4384,5927,4,0.030303030303030304
4384,5927,3,0.030303030303030304
4384,6373,1,0.030303030303030304
4384,12,0,0.030303030303030304
4385,3159,5,0.07142857142857142
4385,14047,5,0.6428571428571429
4385,3007,2,0.21428571428571427
4385,2601,2,0.07142857142857142
4386,6055,5,0.30666666666666664
4386,13821,2,0.5911111111111111
4386,12807,2,0.08888888888888889
4386,3449,0,0.006666666666666667
4386,5336,5,0.0044444444444444444
4386,1527,2,0.0022222222222222222
4387,5550,0,0.3333333333333333
4387,2897,0,0.3333333333333333
4387,12960,0,0.3333333333333333
4388,8847,2,0.23076923076923078
4388,13346,1,0.15384615384615385
4388,13034,0,0.23076923076923078
4388,9346,5,0.07692307692307693
4388,491,0,0.15384615384615385
4388,14214,2,0.07692307692307693
4388,4996,5,0.07692307692307693
4389,4389,5,0.6
4389,10887,5,0.2
4389,3210,1,0.2
4390,7298,0,0.19230769230769232
4390,9728,0,0.36538461538461536
4390,8543,3,0.038461538461538464
4390,12553,0,0.07692307692307693
4390,3874,0,0.057692307692307696
4390,4390,3,0.019230769230769232
4390,6815,5,0.019230769230769232
4390,13641,3,0.019230769230769232
4390,7959,5,0.038461538461538464
4390,13480,0,0.07692307692307693
4390,9882,5,0.019230769230769232
4390,2261,0,0.019230769230769232
4390,8978,5,0.019230769230769232
4390,6295,5,0.019230769230769232
4390,10516,5,0.019230769230769232
4391,9474,3,0.22413793103448276
4391,10564,1,0.3275862068965517
4391,2589,5,0.034482758620689655
4391,2589,2,0.017241379310344827
4391,4391,5,0.06896551724137931
4391,4391,2,0.06896551724137931
4391,1099,0,0.1206896551724138
4391,8923,1,0.05172413793103448
4391,513,1,0.017241379310344827
4391,3586,1,0.017241379310344827
4391,7228,3,0.017241379310344827
4391,10289,3,0.017241379310344827
4391,312,1,0.017241379310344827
4392,12547,0,0.8461538461538461
4392,8034,5,0.11538461538461539
4392,2940,2,0.038461538461538464
4393,4393,1,0.47540983606557374
4393,4393,5,0.12295081967213115
4393,4393,4,0.01639344262295082
4393,5394,2,0.08196721311475409
4393,5394,0,0.00819672131147541
4393,9890,1,0.03278688524590164
4393,9890,5,0.01639344262295082
4393,7565,3,0.11475409836065574
4393,1326,5,0.00819672131147541
4393,1326,1,0.10655737704918032
4393,1326,4,0.00819672131147541
4393,14355,0,0.00819672131147541
4394,4394,5,0.5333333333333333
4394,4394,2,0.2
4394,6581,5,0.1
4394,7903,0,0.06666666666666667
4394,9149,2,0.03333333333333333
4394,9149,5,0.03333333333333333
4394,2684,3,0.03333333333333333
4395,12820,3,0.2
4395,13284,2,0.2
4395,6891,5,0.4
4395,4395,5,0.2
4396,4396,2,0.14285714285714285
4396,4396,3,0.14285714285714285
4396,4396,5,0.38095238095238093
4396,4396,4,0.047619047619047616
4396,6235,0,0.047619047619047616
4396,13742,5,0.047619047619047616
4396,3963,0,0.047619047619047616
4396,2656,5,0.09523809523809523
4396,4594,5,0.047619047619047616
4397,4397,5,0.3076923076923077
4397,4397,2,0.46153846153846156
4397,7261,3,0.07692307692307693
4397,6876,2,0.07692307692307693
4397,8135,0,0.07692307692307693
4398,715,5,0.6065573770491803
4398,12141,3,0.03278688524590164
4398,5891,5,0.01639344262295082
4398,2791,2,0.06557377049180328
4398,5761,5,0.21311475409836064
4398,4398,4,0.01639344262295082
4398,4398,0,0.01639344262295082
4398,1487,3,0.01639344262295082
4398,8656,5,0.01639344262295082
4399,4399,4,0.2
4399,4399,5,0.6
4399,13701,2,0.2
4400,1880,5,0.08695652173913043
4400,3539,5,0.17391304347826086
4400,1166,5,0.043478260869565216
4400,4400,3,0.21739130434782608
4400,14071,2,0.043478260869565216
4400,3198,0,0.2608695652173913
4400,763,5,0.043478260869565216
4400,9998,2,0.043478260869565216
4400,14377,0,0.043478260869565216
4400,14356,0,0.043478260869565216
4401,4401,4,0.18518518518518517
4401,4401,5,0.07407407407407407
4401,4401,3,0.037037037037037035
4401,7786,0,0.3333333333333333
4401,11304,0,0.14814814814814814
4401,3895,0,0.037037037037037035
4401,7444,0,0.1111111111111111
4401,12748,3,0.037037037037037035
4401,12748,2,0.037037037037037035
4402,12041,5,1.0
4403,4403,4,0.021739130434782608
4403,4403,3,0.043478260869565216
4403,5348,1,0.30434782608695654
4403,5787,2,0.13043478260869565
4403,4603,1,0.15217391304347827
4403,8687,1,0.021739130434782608
4403,8177,1,0.043478260869565216
4403,1539,1,0.021739130434782608
4403,7443,0,0.043478260869565216
4403,11545,1,0.08695652173913043
4403,6468,2,0.021739130434782608
4403,10443,5,0.06521739130434782
4403,13188,3,0.021739130434782608
4403,10767,1,0.021739130434782608
4404,7761,2,1.0
4405,4405,2,0.5
4405,7131,5,0.5
4406,9538,1,0.35
4406,2340,1,0.04
4406,4406,5,0.08
4406,4406,3,0.14
4406,4406,2,0.03
4406,4406,4,0.09
4406,4406,0,0.02
4406,13490,5,0.02
4406,13490,3,0.07
4406,13490,0,0.01
4406,4023,0,0.09
4406,8599,0,0.02
4406,11481,1,0.02
4406,168,0,0.02
4407,3990,2,0.25
4407,11987,0,0.03125
4407,1775,5,0.125
4407,2961,5,0.34375
4407,7439,5,0.03125
4407,5690,3,0.03125
4407,4407,3,0.03125
4407,4407,4,0.0625
4407,12647,5,0.0625
4407,3298,5,0.03125
4408,8513,5,0.8
4408,6676,5,0.2
4409,10288,5,1.0
4410,4410,5,0.6666666666666666
4410,10872,2,0.3333333333333333
4411,6890,2,0.52
4411,4411,4,0.04
4411,255,5,0.24
4411,14310,0,0.16
4411,8615,0,0.04
4412,12242,1,0.25
4412,12470,1,0.375
4412,4412,2,0.125
4412,4412,5,0.125
4412,5612,1,0.125
4413,3764,0,0.19444444444444445
4413,7116,5,0.5
4413,4018,2,0.2222222222222222
4413,5071,2,0.05555555555555555
4413,3557,1,0.027777777777777776
4414,2544,0,0.4
4414,4414,5,0.2
4414,6606,0,0.2
4414,12830,0,0.2
4415,11740,5,0.3333333333333333
4415,11740,4,0.3333333333333333
4415,4415,5,0.3333333333333333
4416,1251,1,0.3333333333333333
4416,7629,1,0.6666666666666666
4417,8804,0,1.0
4418,6953,0,1.0
4419,4419,3,0.23529411764705882
4419,4419,4,0.058823529411764705
4419,666,0,0.029411764705882353
4419,8868,5,0.14705882352941177
4419,3457,3,0.029411764705882353
4419,10256,0,0.2647058823529412
4419,11322,2,0.058823529411764705
4419,2992,3,0.058823529411764705
4419,1241,5,0.029411764705882353
4419,11346,1,0.029411764705882353
4419,2172,4,0.029411764705882353
4419,13157,0,0.029411764705882353
4420,286,1,0.03333333333333333
4420,12402,1,0.03333333333333333
4420,4420,2,0.06666666666666667
4420,4420,5,0.16666666666666666
4420,13499,1,0.03333333333333333
4420,10338,1,0.03333333333333333
4420,1518,0,0.2
4420,6113,0,0.06666666666666667
4420,5248,3,0.03333333333333333
4420,4085,3,0.13333333333333333
4420,4535,1,0.03333333333333333
4420,6152,1,0.03333333333333333
4420,5937,1,0.03333333333333333
4420,5662,5,0.03333333333333333
4420,5418,2,0.03333333333333333
4420,6748,0,0.03333333333333333
4421,3668,4,0.0211864406779661
4421,3668,2,0.05084745762711865
4421,3668,5,0.03389830508474576
4421,6684,0,0.2033898305084746
4421,4421,2,0.3347457627118644
4421,4421,5,0.16101694915254236
4421,4421,4,0.07627118644067797
4421,4606,3,0.03389830508474576
4421,2329,0,0.05508474576271186
4421,2134,5,0.00423728813559322
4421,2134,2,0.00847457627118644
4421,2134,4,0.00423728813559322
4421,2533,0,0.00423728813559322
4421,13040,1,0.00423728813559322
4421,3360,3,0.00423728813559322
4422,11756,2,0.5833333333333334
4422,14106,3,0.25
4422,4422,5,0.16666666666666666
4423,4423,2,0.18181818181818182
4423,13336,0,0.36363636363636365
4423,10135,5,0.2727272727272727
4423,1926,5,0.09090909090909091
4423,5486,0,0.09090909090909091
4424,10507,1,0.3333333333333333
4424,4424,5,0.3333333333333333
4424,658,1,0.3333333333333333
4425,4425,2,0.21739130434782608
4425,4425,5,0.391304347826087
4425,11219,0,0.13043478260869565
4425,12252,5,0.043478260869565216
4425,2061,3,0.13043478260869565
4425,2920,0,0.043478260869565216
4425,9172,5,0.043478260869565216
4426,9056,2,0.3333333333333333
4426,13221,3,0.1111111111111111
4426,4426,5,0.2222222222222222
4426,4426,0,0.1111111111111111
4426,12601,5,0.1111111111111111
4426,14048,2,0.1111111111111111
4427,4427,5,0.16129032258064516
4427,4427,0,0.06912442396313365
4427,4427,4,0.02304147465437788
4427,2534,2,0.3824884792626728
4427,5781,3,0.31336405529953915
4427,10518,5,0.013824884792626729
4427,4161,1,0.009216589861751152
4427,13446,3,0.013824884792626729
4427,1971,1,0.009216589861751152
4427,6296,2,0.004608294930875576
4428,4428,2,0.09090909090909091
4428,4428,5,0.45454545454545453
4428,11141,5,0.2727272727272727
4428,11141,2,0.09090909090909091
4428,5740,3,0.09090909090909091
4429,1011,5,1.0
4430,4834,5,1.0
4431,4431,2,0.3333333333333333
4431,1219,5,0.3333333333333333
4431,6832,2,0.3333333333333333
4432,4432,5,0.7714285714285715
4432,4432,2,0.05714285714285714
4432,1476,5,0.08571428571428572
4432,1476,2,0.02857142857142857
4432,2042,5,0.05714285714285714
4433,4433,3,0.16666666666666666
4433,4433,2,0.25
4433,4433,4,0.08333333333333333
4433,404,0,0.08333333333333333
4433,13676,5,0.08333333333333333
4433,7795,3,0.08333333333333333
4433,7852,5,0.08333333333333333
4433,5542,5,0.08333333333333333
4433,8045,0,0.08333333333333333
4434,12982,1,0.5
4434,12707,1,0.5
4435,2865,0,0.025735294117647058
4435,4057,0,0.011029411764705883
4435,4057,2,0.011029411764705883
4435,4057,3,0.04779411764705882
4435,4592,0,0.003676470588235294
4435,4435,1,0.6066176470588235
4435,4435,4,0.007352941176470588
4435,4435,5,0.003676470588235294
4435,12535,0,0.11029411764705882
4435,8016,0,0.007352941176470588
4435,7259,1,0.03308823529411765
4435,7259,5,0.003676470588235294
4435,872,1,0.029411764705882353
4435,4115,0,0.007352941176470588
4435,6569,0,0.007352941176470588
4435,6810,0,0.03308823529411765
4435,2970,0,0.007352941176470588
4435,9838,1,0.03676470588235294
4435,5032,3,0.007352941176470588
4436,4436,5,0.30275229357798167
4436,4436,4,0.027522935779816515
4436,4436,3,0.3577981651376147
4436,12069,5,0.14678899082568808
4436,12069,3,0.10091743119266056
4436,12069,4,0.01834862385321101
4436,5146,2,0.009174311926605505
4436,5202,5,0.009174311926605505
4436,7707,1,0.009174311926605505
4436,1651,0,0.009174311926605505
4436,11508,1,0.009174311926605505
4437,4437,2,0.5
4437,10066,5,0.3333333333333333
4437,6080,2,0.16666666666666666
4438,1575,0,0.6
4438,3384,0,0.4
4439,12396,5,1.0
4440,3942,0,0.1388888888888889
4440,4440,4,0.25
4440,4440,3,0.08333333333333333
4440,4440,5,0.05555555555555555
4440,5799,3,0.05555555555555555
4440,5799,4,0.027777777777777776
4440,7076,0,0.05555555555555555
4440,626,3,0.027777777777777776
4440,2988,1,0.1388888888888889
4440,6955,2,0.027777777777777776
4440,8949,1,0.027777777777777776
4440,9959,1,0.027777777777777776
4440,11118,0,0.027777777777777776
4440,4749,0,0.027777777777777776
4440,3579,5,0.027777777777777776
4441,4441,5,0.25
4441,497,2,0.25
4441,7415,2,0.5
4442,4442,2,0.5
4442,10021,5,0.5
4443,4105,0,1.0
4444,7144,3,0.14285714285714285
4444,10083,2,0.14285714285714285
4444,11264,0,0.14285714285714285
4444,10474,2,0.14285714285714285
4444,4444,5,0.14285714285714285
4444,12926,5,0.14285714285714285
4444,4130,2,0.14285714285714285
4445,4445,4,0.25
4445,13348,0,0.125
4445,11533,0,0.125
4445,7538,5,0.125
4445,13627,1,0.125
4445,846,4,0.125
4445,846,2,0.125
4446,4446,5,0.717948717948718
4446,2328,5,0.1282051282051282
4446,2273,1,0.05128205128205128
4446,10797,0,0.02564102564102564
4446,10799,2,0.02564102564102564
4446,4265,5,0.05128205128205128
4447,4447,2,0.6363636363636364
4447,10379,2,0.13636363636363635
4447,10379,5,0.045454545454545456
4447,11104,0,0.045454545454545456
4447,11510,3,0.045454545454545456
4447,858,2,0.045454545454545456
4447,14048,5,0.045454545454545456
4448,8009,5,0.15151515151515152
4448,9465,0,0.045454545454545456
4448,10437,0,0.22727272727272727
4448,8544,2,0.36363636363636365
4448,11044,5,0.12121212121212122
4448,11120,2,0.045454545454545456
4448,6085,3,0.015151515151515152
4448,6985,5,0.015151515151515152
4448,4448,3,0.015151515151515152
4449,13036,5,0.25
4449,10373,2,0.05
4449,13202,5,0.06
4449,4449,4,0.18
4449,4449,3,0.16
4449,14252,5,0.2
4449,3427,5,0.04
4449,5008,0,0.04
4449,6491,5,0.01
4449,5127,3,0.01
4450,14148,0,0.5
4450,14331,0,0.5
4451,12644,2,0.5
4451,4105,5,0.5
4452,4452,1,0.5151515151515151
4452,4452,4,0.09090909090909091
4452,4452,5,0.06060606060606061
4452,11684,1,0.09090909090909091
4452,11684,5,0.09090909090909091
4452,3886,2,0.030303030303030304
4452,6097,0,0.030303030303030304
4452,13775,1,0.06060606060606061
4452,12595,3,0.030303030303030304
4453,13040,2,0.1111111111111111
4453,6932,5,0.25
4453,4453,3,0.027777777777777776
4453,4453,2,0.3333333333333333
4453,4453,4,0.027777777777777776
4453,12071,0,0.027777777777777776
4453,6655,5,0.1388888888888889
4453,10469,5,0.05555555555555555
4453,2329,0,0.027777777777777776
4454,8430,1,1.0
4455,6630,3,0.5
4455,3528,1,0.5
4456,5556,5,0.3333333333333333
4456,43,2,0.06666666666666667
4456,4456,0,0.13333333333333333
4456,2398,1,0.06666666666666667
4456,9342,0,0.06666666666666667
4456,10104,5,0.26666666666666666
4456,12,5,0.06666666666666667
4457,3016,2,1.0
4458,11600,2,0.5
4458,9914,0,0.5
4459,3745,5,0.18181818181818182
4459,14424,1,0.09090909090909091
4459,4459,5,0.6363636363636364
4459,12753,5,0.09090909090909091
4460,9451,5,0.5
4460,8260,0,0.5
4461,3795,1,0.047619047619047616
4461,4461,4,0.09523809523809523
4461,4461,5,0.35714285714285715
4461,4461,2,0.047619047619047616
4461,14216,1,0.023809523809523808
4461,9248,3,0.11904761904761904
4461,1989,0,0.023809523809523808
4461,687,5,0.07142857142857142
4461,14028,2,0.047619047619047616
4461,14028,5,0.047619047619047616
4461,1478,3,0.023809523809523808
4461,666,0,0.047619047619047616
4461,12833,3,0.023809523809523808
4461,610,5,0.023809523809523808
4462,7244,0,1.0
4463,4463,2,0.5357142857142857
4463,6554,2,0.16071428571428573
4463,6554,4,0.017857142857142856
4463,13441,5,0.125
4463,9925,0,0.05357142857142857
4463,559,5,0.017857142857142856
4463,6639,5,0.017857142857142856
4463,6627,0,0.03571428571428571
4463,5112,5,0.017857142857142856
4463,13011,2,0.017857142857142856
4464,4464,4,0.06666666666666667
4464,4464,2,0.06666666666666667
4464,6504,5,0.3333333333333333
4464,11468,0,0.06666666666666667
4464,12057,5,0.2
4464,11543,2,0.13333333333333333
4464,8692,5,0.06666666666666667
4464,7926,0,0.06666666666666667
4465,4465,5,0.3
4465,4465,2,0.2
4465,14368,4,0.1
4465,14368,2,0.1
4465,14165,5,0.3
4466,3038,0,1.0
4467,651,5,0.0625
4467,651,2,0.0625
4467,7174,3,0.0625
4467,4467,5,0.53125
4467,4467,2,0.1875
4467,583,1,0.03125
4467,781,0,0.03125
4467,2115,1,0.03125
4468,4468,5,0.0784313725490196
4468,4468,1,0.6568627450980392
4468,4468,4,0.0196078431372549
4468,4024,1,0.0196078431372549
4468,2127,1,0.14705882352941177
4468,12693,3,0.0196078431372549
4468,7325,1,0.049019607843137254
4468,6559,2,0.00980392156862745
4469,4469,5,0.5
4469,4589,2,0.25
4469,2901,2,0.25
4470,12373,3,0.09090909090909091
4470,7354,0,0.8181818181818182
4470,4470,5,0.09090909090909091
4471,12727,2,0.5167958656330749
4471,13102,5,0.3875968992248062
4471,4351,2,0.007751937984496124
4471,11829,2,0.07235142118863049
4471,10233,5,0.007751937984496124
4471,4471,4,0.007751937984496124
4472,1780,5,0.16666666666666666
4472,8284,5,0.16666666666666666
4472,822,1,0.3333333333333333
4472,17,5,0.16666666666666666
4472,12691,1,0.16666666666666666
4473,7676,1,0.07207207207207207
4473,3792,0,0.036036036036036036
4473,10164,3,0.018018018018018018
4473,10164,5,0.009009009009009009
4473,10164,2,0.009009009009009009
4473,4702,1,0.40540540540540543
4473,4473,3,0.16216216216216217
4473,4473,5,0.15315315315315314
4473,4473,4,0.05405405405405406
4473,4473,2,0.009009009009009009
4473,14217,3,0.02702702702702703
4473,14217,4,0.009009009009009009
4473,14217,5,0.02702702702702703
4473,5255,0,0.009009009009009009
4474,12550,5,0.4
4474,5800,2,0.6
4475,4475,5,0.25
4475,4475,2,0.25
4475,12444,3,0.25
4475,9270,0,0.25
4476,8912,1,1.0
4477,11439,1,0.04659498207885305
4477,4477,1,0.7598566308243727
4477,4477,4,0.0035842293906810036
4477,4477,5,0.025089605734767026
4477,12484,3,0.021505376344086023
4477,12484,2,0.007168458781362007
4477,1012,1,0.12903225806451613
4477,1012,5,0.007168458781362007
4478,12076,3,0.4
4478,6919,3,0.2
4478,14247,0,0.4
4479,12390,0,0.2
4479,4479,2,0.3
4479,4479,5,0.1
4479,4957,0,0.1
4479,5105,5,0.1
4479,5102,0,0.2
4480,10011,1,1.0
4481,8975,1,0.2727272727272727
4481,9470,1,0.45454545454545453
4481,10770,1,0.18181818181818182
4481,11864,1,0.09090909090909091
4482,4482,1,0.5454545454545454
4482,4482,5,0.13636363636363635
4482,6597,2,0.045454545454545456
4482,14140,3,0.045454545454545456
4482,7534,3,0.045454545454545456
4482,5230,2,0.045454545454545456
4482,4971,1,0.09090909090909091
4482,3737,1,0.045454545454545456
4483,2840,2,1.0
4484,9744,0,0.6666666666666666
4484,7206,0,0.3333333333333333
4485,13522,1,0.07142857142857142
4485,13968,2,0.14285714285714285
4485,4485,5,0.21428571428571427
4485,4485,0,0.07142857142857142
4485,12413,1,0.07142857142857142
4485,12993,1,0.14285714285714285
4485,4783,0,0.07142857142857142
4485,4783,5,0.07142857142857142
4485,9113,1,0.07142857142857142
4485,12724,3,0.07142857142857142
4486,1232,1,1.0
4487,4751,0,0.3333333333333333
4487,1205,0,0.16666666666666666
4487,7064,1,0.041666666666666664
4487,11316,0,0.041666666666666664
4487,12847,0,0.08333333333333333
4487,3111,3,0.041666666666666664
4487,11545,5,0.041666666666666664
4487,3507,0,0.041666666666666664
4487,4150,3,0.16666666666666666
4487,4853,2,0.041666666666666664
4488,10264,0,0.6666666666666666
4488,6335,0,0.16666666666666666
4488,108,2,0.16666666666666666
4489,1512,5,0.7261904761904762
4489,9905,2,0.023809523809523808
4489,12173,0,0.05952380952380952
4489,6120,5,0.011904761904761904
4489,4489,3,0.011904761904761904
4489,3713,2,0.11904761904761904
4489,140,2,0.023809523809523808
4489,2848,0,0.011904761904761904
4489,11038,3,0.011904761904761904
