from,to,action,p(s'a|s)
1854,741,3,0.017857142857142856
1854,5060,3,0.017857142857142856
1854,3362,1,0.05357142857142857
1854,2006,3,0.017857142857142856
1855,1855,1,0.2
1855,1855,4,0.06666666666666667
1855,1078,0,0.16666666666666666
1855,5113,2,0.03333333333333333
1855,3372,5,0.2
1855,5490,3,0.1
1855,1153,5,0.06666666666666667
1855,3599,2,0.03333333333333333
1855,798,4,0.03333333333333333
1855,4009,2,0.03333333333333333
1855,1,3,0.03333333333333333
1855,3238,3,0.03333333333333333
1856,5129,3,0.2222222222222222
1856,170,1,0.1111111111111111
1856,1856,2,0.2222222222222222
1856,1856,4,0.1111111111111111
1856,1856,5,0.1111111111111111
1856,2908,0,0.1111111111111111
1856,5058,1,0.1111111111111111
1857,2080,3,0.07692307692307693
1857,1857,4,0.23076923076923078
1857,1857,1,0.07692307692307693
1857,1857,5,0.15384615384615385
1857,6505,3,0.15384615384615385
1857,4507,2,0.15384615384615385
1857,4497,0,0.15384615384615385
1858,4854,1,1.0
1859,4403,2,1.0
1860,1783,3,0.5
1860,1969,2,0.5
1861,531,3,0.011764705882352941
1861,1861,2,0.17647058823529413
1861,1861,4,0.10588235294117647
1861,1861,0,0.11764705882352941
1861,1861,5,0.1411764705882353
1861,3101,0,0.023529411764705882
1861,3101,5,0.03529411764705882
1861,3101,2,0.058823529411764705
1861,3101,4,0.011764705882352941
1861,6055,1,0.011764705882352941
1861,3339,0,0.047058823529411764
1861,3339,3,0.011764705882352941
1861,712,3,0.03529411764705882
1861,4429,3,0.023529411764705882
1861,3654,1,0.10588235294117647
1861,5827,0,0.011764705882352941
1861,2275,3,0.011764705882352941
1861,4532,3,0.011764705882352941
1861,5774,3,0.011764705882352941
1861,4768,3,0.023529411764705882
1861,669,1,0.011764705882352941
1862,869,3,0.058823529411764705
1862,1832,2,0.23529411764705882
1862,135,3,0.058823529411764705
1862,1862,4,0.058823529411764705
1862,3997,3,0.058823529411764705
1862,3618,5,0.11764705882352941
1862,5986,1,0.058823529411764705
1862,5986,4,0.058823529411764705
1862,4520,2,0.11764705882352941
1862,3400,0,0.058823529411764705
1862,1164,5,0.11764705882352941
1863,2707,1,0.25
1863,390,5,0.25
1863,1863,4,0.25
1863,4532,2,0.25
1864,6630,3,1.0
1865,3382,3,0.041666666666666664
1865,5880,0,0.08333333333333333
1865,1865,2,0.08333333333333333
1865,1865,5,0.20833333333333334
1865,1865,4,0.2916666666666667
1865,903,1,0.08333333333333333
1865,2213,3,0.16666666666666666
1865,6057,1,0.041666666666666664
1866,5620,3,0.2857142857142857
1866,1866,1,0.14285714285714285
1866,1866,4,0.14285714285714285
1866,3351,4,0.2857142857142857
1866,722,5,0.14285714285714285
1867,831,0,0.022727272727272728
1867,6560,3,0.045454545454545456
1867,3166,2,0.04090909090909091
1867,1867,5,0.1
1867,1867,4,0.08181818181818182
1867,1867,0,0.07727272727272727
1867,888,2,0.10454545454545454
1867,5498,3,0.031818181818181815
1867,718,1,0.06363636363636363
1867,5733,4,0.08636363636363636
1867,5733,5,0.10909090909090909
1867,5139,1,0.05909090909090909
1867,6212,3,0.05454545454545454
1867,2727,0,0.01818181818181818
1867,1034,3,0.004545454545454545
1867,4886,3,0.004545454545454545
1867,4475,3,0.045454545454545456
1867,233,3,0.004545454545454545
1867,5546,0,0.02727272727272727
1867,49,3,0.004545454545454545
1867,2981,4,0.004545454545454545
1867,3292,2,0.004545454545454545
1867,1616,0,0.004545454545454545
1868,1868,4,0.25
1868,1868,5,0.25
1868,1868,0,0.25
1868,2415,3,0.25
1869,3557,2,0.5
1869,1869,1,0.5
1870,1870,5,0.15789473684210525
1870,1870,1,0.15789473684210525
1870,1870,4,0.10526315789473684
1870,2882,3,0.05263157894736842
1870,6362,2,0.10526315789473684
1870,67,3,0.05263157894736842
1870,5527,0,0.05263157894736842
1870,2566,3,0.10526315789473684
1870,5882,0,0.10526315789473684
1870,6546,3,0.10526315789473684
1871,2598,3,0.2222222222222222
1871,5464,4,0.1111111111111111
1871,5464,5,0.5555555555555556
1871,6214,2,0.1111111111111111
1872,4712,5,0.08333333333333333
1872,1872,3,0.25
1872,1872,4,0.16666666666666666
1872,1872,5,0.08333333333333333
1872,21,1,0.16666666666666666
1872,928,3,0.08333333333333333
1872,4629,2,0.16666666666666666
1873,4602,2,1.0
1874,1885,1,0.09836065573770492
1874,1874,2,0.2459016393442623
1874,1874,5,0.19672131147540983
1874,1874,4,0.09836065573770492
1874,3461,3,0.03278688524590164
1874,1755,3,0.14754098360655737
1874,2274,0,0.18032786885245902
1875,1875,4,0.17488789237668162
1875,1875,2,0.18834080717488788
1875,1875,5,0.1210762331838565
1875,1875,1,0.09865470852017937
1875,6428,2,0.004484304932735426
1875,6231,0,0.02242152466367713
1875,6096,3,0.08520179372197309
1875,5667,3,0.02242152466367713
1875,1691,2,0.008968609865470852
1875,2218,0,0.004484304932735426
1875,313,1,0.008968609865470852
1875,313,5,0.004484304932735426
1875,882,0,0.03139013452914798
1875,1666,0,0.004484304932735426
1875,4873,0,0.03139013452914798
1875,570,5,0.07174887892376682
1875,5157,3,0.008968609865470852
1875,899,3,0.008968609865470852
1875,4837,0,0.017937219730941704
1875,1034,3,0.004484304932735426
1875,3453,3,0.004484304932735426
1875,5340,3,0.04932735426008968
1875,5320,0,0.013452914798206279
1875,549,0,0.004484304932735426
1875,1183,1,0.004484304932735426
1876,6086,1,0.1
1876,5685,5,0.1
1876,6575,2,0.1
1876,6470,1,0.1
1876,3259,5,0.1
1876,2175,2,0.1
1876,6091,5,0.1
1876,1208,5,0.1
1876,3518,2,0.1
1876,1205,3,0.1
1877,6385,1,0.1
1877,5267,2,0.26666666666666666
1877,1877,1,0.1
1877,1877,5,0.03333333333333333
1877,5779,3,0.1
1877,5708,5,0.06666666666666667
1877,5708,4,0.06666666666666667
1877,27,0,0.06666666666666667
1877,1405,4,0.03333333333333333
1877,3548,3,0.03333333333333333
1877,2151,0,0.1
1877,4622,1,0.03333333333333333
1878,5150,1,1.0
1879,1612,4,0.1111111111111111
1879,5325,0,0.1111111111111111
1879,6619,2,0.1111111111111111
1879,1879,5,0.2222222222222222
1879,1879,4,0.1111111111111111
1879,1396,0,0.1111111111111111
1879,1009,1,0.1111111111111111
1879,2874,2,0.1111111111111111
1880,558,0,0.10714285714285714
1880,6191,2,0.03571428571428571
1880,6191,5,0.05
1880,6191,4,0.03571428571428571
1880,2017,0,0.02142857142857143
1880,626,3,0.02142857142857143
1880,956,0,0.05714285714285714
1880,3731,3,0.07857142857142857
1880,3653,1,0.14285714285714285
1880,1880,5,0.14285714285714285
1880,1880,2,0.09285714285714286
1880,1880,4,0.12142857142857143
1880,616,0,0.007142857142857143
1880,161,1,0.02857142857142857
1880,5744,3,0.03571428571428571
1880,5030,0,0.007142857142857143
1880,4752,3,0.007142857142857143
1880,183,3,0.007142857142857143
1881,3580,0,0.3333333333333333
1881,85,2,0.3333333333333333
1881,4535,2,0.3333333333333333
1882,6401,5,0.1875
1882,1882,0,0.125
1882,1882,4,0.125
1882,1882,3,0.1875
1882,1882,5,0.03125
1882,128,1,0.09375
1882,2559,3,0.03125
1882,2559,4,0.03125
1882,2080,2,0.0625
1882,135,5,0.03125
1882,1473,0,0.03125
1882,4004,2,0.03125
1882,6505,2,0.03125
1883,2901,3,0.25
1883,1883,0,0.25
1883,6294,0,0.25
1883,6127,1,0.25
1884,4443,2,0.25
1884,4981,1,0.25
1884,1884,5,0.25
1884,3179,5,0.25
1885,4029,2,0.15789473684210525
1885,1885,5,0.19298245614035087
1885,1885,4,0.17543859649122806
1885,1885,1,0.10526315789473684
1885,2274,0,0.14035087719298245
1885,4136,3,0.14035087719298245
1885,4059,3,0.08771929824561403
1886,3984,2,0.16393442622950818
1886,3984,0,0.14754098360655737
1886,1886,4,0.08196721311475409
1886,1886,5,0.22950819672131148
1886,2649,3,0.06557377049180328
1886,5542,3,0.01639344262295082
1886,5201,1,0.06557377049180328
1886,6497,0,0.04918032786885246
1886,6497,2,0.03278688524590164
1886,5633,5,0.01639344262295082
1886,2723,1,0.01639344262295082
1886,2953,3,0.04918032786885246
1886,3132,1,0.04918032786885246
1886,280,3,0.01639344262295082
1887,1887,4,0.17834394904458598
1887,1887,1,0.18471337579617833
1887,1887,5,0.12738853503184713
1887,183,3,0.1910828025477707
1887,1022,2,0.11464968152866242
1887,6162,0,0.025477707006369428
1887,1880,2,0.025477707006369428
1887,2735,0,0.08280254777070063
1887,2788,2,0.012738853503184714
1887,2506,3,0.006369426751592357
1887,1189,0,0.01910828025477707
1887,6144,0,0.006369426751592357
1887,3081,2,0.012738853503184714
1887,2582,0,0.006369426751592357
1887,4731,0,0.006369426751592357
1888,3747,1,0.25
1888,4200,3,0.25
1888,1888,5,0.25
1888,409,5,0.25
1889,5098,1,0.07142857142857142
1889,1889,4,0.14285714285714285
1889,1889,2,0.14285714285714285
1889,4017,0,0.2857142857142857
1889,5824,3,0.2857142857142857
1889,5107,3,0.07142857142857142
1890,4852,3,0.3333333333333333
1890,2835,5,0.3333333333333333
1890,5132,2,0.3333333333333333
1891,1891,5,0.18421052631578946
1891,1891,0,0.21052631578947367
1891,1891,4,0.18421052631578946
1891,2285,1,0.05263157894736842
1891,5756,0,0.05263157894736842
1891,5756,4,0.02631578947368421
1891,5268,2,0.13157894736842105
1891,5120,3,0.13157894736842105
1891,3635,1,0.02631578947368421
1892,1892,4,0.5
1892,3421,1,0.5
1893,5846,3,0.09803921568627451
1893,1893,5,0.13725490196078433
1893,1893,1,0.1568627450980392
1893,1893,4,0.19607843137254902
1893,6351,0,0.21568627450980393
1893,1641,2,0.13725490196078433
1893,1641,3,0.0392156862745098
1893,4916,3,0.0196078431372549
1894,1638,3,1.0
1895,310,1,0.5
1895,5980,0,0.5
1896,4747,5,0.0718562874251497
1896,4747,1,0.09580838323353294
1896,4747,4,0.08383233532934131
1896,4925,3,0.08982035928143713
1896,2771,5,0.041916167664670656
1896,6407,5,0.005988023952095809
1896,3690,5,0.029940119760479042
1896,4360,2,0.07784431137724551
1896,1519,2,0.08383233532934131
1896,1213,0,0.04790419161676647
1896,4266,2,0.005988023952095809
1896,565,0,0.05389221556886228
1896,2865,3,0.029940119760479042
1896,4638,1,0.017964071856287425
1896,4638,5,0.005988023952095809
1896,4638,4,0.005988023952095809
1896,1896,1,0.09580838323353294
1896,1896,4,0.0718562874251497
1896,1896,5,0.023952095808383235
1896,1896,3,0.005988023952095809
1896,120,0,0.011976047904191617
1896,2681,5,0.005988023952095809
1896,343,0,0.005988023952095809
1896,954,4,0.005988023952095809
1896,2089,5,0.005988023952095809
1896,4644,0,0.011976047904191617
1896,2342,5,0.005988023952095809
1897,1897,3,0.19583333333333333
1897,1897,1,0.125
1897,1897,4,0.1597222222222222
1897,1897,5,0.10555555555555556
1897,1223,1,0.03611111111111111
1897,4609,2,0.11944444444444445
1897,4292,2,0.03611111111111111
1897,5903,0,0.07777777777777778
1897,998,5,0.058333333333333334
1897,4072,0,0.016666666666666666
1897,1237,0,0.044444444444444446
1897,5879,2,0.004166666666666667
1897,1441,3,0.004166666666666667
1897,110,2,0.006944444444444444
1897,2179,0,0.002777777777777778
1897,3341,1,0.005555555555555556
1897,2123,5,0.001388888888888889
1898,3895,2,0.5
1898,1898,1,0.5
1899,2450,5,1.0
1900,4280,5,1.0
1901,1901,4,0.14285714285714285
1901,1901,2,0.42857142857142855
1901,2099,1,0.14285714285714285
1901,5634,2,0.14285714285714285
1901,3239,3,0.14285714285714285
1902,2812,5,0.07142857142857142
1902,2153,1,0.14285714285714285
1902,1902,0,0.10714285714285714
1902,1902,4,0.25
1902,1902,5,0.14285714285714285
1902,1902,3,0.14285714285714285
1902,3266,2,0.14285714285714285
1903,1903,1,0.2222222222222222
1903,1903,4,0.1111111111111111
1903,965,2,0.1111111111111111
1903,693,0,0.1111111111111111
1903,3913,0,0.2222222222222222
1903,5644,4,0.1111111111111111
1903,4624,5,0.1111111111111111
1904,1904,4,0.375
1904,1904,1,0.125
1904,1904,5,0.125
1904,5813,3,0.25
1904,3338,2,0.125
1905,1905,4,0.19078947368421054
1905,1905,0,0.14473684210526316
1905,1905,5,0.11842105263157894
1905,2680,3,0.13157894736842105
1905,5957,2,0.039473684210526314
1905,1736,0,0.02631578947368421
1905,1736,4,0.013157894736842105
1905,1736,5,0.006578947368421052
1905,3129,1,0.013157894736842105
1905,5267,2,0.006578947368421052
1905,1298,1,0.09868421052631579
1905,6497,2,0.14473684210526316
1905,3984,2,0.013157894736842105
1905,2736,1,0.006578947368421052
1905,3548,3,0.019736842105263157
1905,2089,1,0.013157894736842105
1905,605,1,0.013157894736842105
1906,6045,1,0.5
1906,4673,5,0.5
1907,2266,2,0.16071428571428573
1907,1907,0,0.05357142857142857
1907,1907,4,0.07142857142857142
1907,1907,5,0.05357142857142857
1907,1108,1,0.017857142857142856
1907,5128,5,0.07142857142857142
1907,5128,0,0.08928571428571429
1907,5128,4,0.05357142857142857
1907,1861,2,0.08928571428571429
1907,5975,1,0.10714285714285714
1907,6121,3,0.125
1907,712,1,0.05357142857142857
1907,833,3,0.03571428571428571
1907,5920,1,0.017857142857142856
1908,1908,0,0.13636363636363635
1908,1908,4,0.13636363636363635
1908,3081,2,0.045454545454545456
1908,1338,1,0.13636363636363635
1908,4731,0,0.045454545454545456
1908,4731,4,0.045454545454545456
1908,6256,1,0.09090909090909091
1908,2671,5,0.13636363636363635
1908,956,2,0.045454545454545456
1908,708,5,0.09090909090909091
1908,3319,3,0.09090909090909091
1909,1909,1,0.13157894736842105
1909,1909,4,0.15789473684210525
1909,1909,5,0.19736842105263158
1909,1466,3,0.039473684210526314
1909,4176,2,0.11842105263157894
1909,6620,0,0.14473684210526316
1909,4706,3,0.013157894736842105
1909,4201,4,0.039473684210526314
1909,4201,5,0.013157894736842105
1909,4201,1,0.039473684210526314
1909,5113,0,0.039473684210526314
1909,5944,3,0.039473684210526314
1909,6323,2,0.02631578947368421
1910,1910,4,0.4
1910,4079,3,0.2
1910,4408,0,0.2
1910,1064,5,0.2
1911,3964,1,0.16666666666666666
1911,1868,0,0.16666666666666666
1911,2628,2,0.16666666666666666
1911,1344,1,0.16666666666666666
1911,6559,2,0.16666666666666666
1911,465,5,0.16666666666666666
1912,4316,1,0.2
1912,2952,2,0.4
1912,2995,5,0.2
1912,1382,2,0.2
1913,1913,5,0.14336917562724014
1913,1913,3,0.13261648745519714
1913,1913,4,0.12903225806451613
1913,1913,2,0.010752688172043012
1913,1913,0,0.010752688172043012
1913,5169,1,0.13978494623655913
1913,5309,3,0.02867383512544803
1913,5309,4,0.025089605734767026
1913,5309,5,0.017921146953405017
1913,5724,1,0.025089605734767026
1913,5534,5,0.010752688172043012
1913,5534,3,0.0035842293906810036
1913,5534,4,0.014336917562724014
1913,5425,2,0.06451612903225806
1913,6143,1,0.014336917562724014
1913,1340,2,0.021505376344086023
1913,3281,0,0.07885304659498207
1913,6394,0,0.0035842293906810036
1913,6247,4,0.014336917562724014
1913,6247,2,0.0035842293906810036
1913,6247,5,0.0035842293906810036
1913,6247,3,0.007168458781362007
1913,1466,2,0.0035842293906810036
1913,2739,5,0.007168458781362007
1913,43,2,0.017921146953405017
1913,2513,0,0.017921146953405017
1913,1163,0,0.0035842293906810036
1913,803,1,0.010752688172043012
1913,2095,4,0.0035842293906810036
1913,5944,2,0.007168458781362007
1913,6254,2,0.0035842293906810036
1913,4191,2,0.007168458781362007
1913,6199,2,0.0035842293906810036
1913,2493,2,0.0035842293906810036
1913,1477,0,0.0035842293906810036
1913,3054,0,0.0035842293906810036
1914,3553,1,0.5
1914,588,1,0.5
1915,6463,1,0.04291845493562232
1915,1915,4,0.09012875536480687
1915,1915,5,0.09871244635193133
1915,1915,0,0.06866952789699571
1915,1915,3,0.012875536480686695
1915,183,4,0.012875536480686695
1915,183,5,0.008583690987124463
1915,3643,1,0.11587982832618025
1915,2506,3,0.05150214592274678
1915,1506,2,0.0815450643776824
1915,482,3,0.008583690987124463
1915,2945,4,0.06866952789699571
1915,2945,5,0.060085836909871244
1915,5536,0,0.1072961373390558
1915,5317,3,0.04721030042918455
1915,6191,2,0.017167381974248927
1915,1022,2,0.012875536480686695
1915,3664,3,0.008583690987124463
1915,5168,2,0.017167381974248927
1915,2735,0,0.008583690987124463
1915,1887,1,0.017167381974248927
1915,4645,3,0.02145922746781116
1915,1791,3,0.017167381974248927
1915,1908,0,0.004291845493562232
1916,1916,1,0.08333333333333333
1916,1074,5,0.3333333333333333
1916,1491,3,0.5
1916,1694,2,0.08333333333333333
1917,157,3,1.0
1918,887,3,0.01694915254237288
1918,1994,0,0.06779661016949153
1918,2484,2,0.1864406779661017
1918,1918,4,0.1016949152542373
1918,1918,5,0.05084745762711865
1918,1918,0,0.05084745762711865
1918,1468,1,0.06779661016949153
1918,3534,2,0.01694915254237288
1918,4285,4,0.13559322033898305
1918,4285,5,0.01694915254237288
1918,5317,3,0.01694915254237288
1918,6191,2,0.01694915254237288
1918,2362,3,0.0847457627118644
1918,4162,0,0.01694915254237288
1918,1065,1,0.05084745762711865
1918,2817,5,0.01694915254237288
1918,6350,0,0.01694915254237288
1918,4848,0,0.01694915254237288
1918,2506,3,0.03389830508474576
1918,618,1,0.01694915254237288
1919,1367,1,0.07671232876712329
1919,990,0,0.005479452054794521
1919,4699,4,0.09041095890410959
1919,4699,5,0.07945205479452055
1919,4113,2,0.13424657534246576
1919,1919,0,0.0547945205479452
1919,1919,5,0.0684931506849315
1919,1919,4,0.06027397260273973
1919,5765,1,0.10410958904109589
1919,233,3,0.0547945205479452
1919,6617,2,0.0027397260273972603
1919,5990,0,0.021917808219178082
1919,3515,2,0.005479452054794521
1919,1034,3,0.03561643835616438
1919,4886,3,0.03287671232876712
1919,5157,3,0.019178082191780823
1919,4247,0,0.0410958904109589
1919,2390,2,0.052054794520547946
1919,2241,0,0.00821917808219178
1919,6096,3,0.005479452054794521
1919,1607,2,0.0027397260273972603
1919,6560,3,0.00821917808219178
1919,6212,3,0.0136986301369863
1919,4711,4,0.0027397260273972603
1919,4711,5,0.0027397260273972603
1919,3166,2,0.010958904109589041
1919,5340,3,0.0027397260273972603
1919,5667,3,0.0027397260273972603
1920,1920,5,0.12903225806451613
1920,1920,4,0.22580645161290322
1920,1920,1,0.12903225806451613
1920,151,3,0.06451612903225806
1920,5268,2,0.06451612903225806
1920,5409,2,0.12903225806451613
1920,3291,3,0.03225806451612903
1920,5363,0,0.16129032258064516
1920,3952,3,0.06451612903225806
1921,1921,4,0.4
1921,235,1,0.2
1921,4573,3,0.4
1922,2110,5,0.2
1922,2110,4,0.1
1922,2110,0,0.1
1922,1922,4,0.1
1922,1922,5,0.1
1922,1922,0,0.1
1922,2795,3,0.1
1922,6223,3,0.1
1922,5007,2,0.1
1923,258,2,0.5
1923,3954,2,0.5
1924,6636,3,0.25
1924,1930,0,0.25
1924,4308,1,0.5
1925,1925,5,0.2222222222222222
1925,1925,0,0.1111111111111111
1925,1925,4,0.1111111111111111
1925,4718,3,0.2222222222222222
1925,4735,1,0.1111111111111111
1925,2238,2,0.1111111111111111
1925,135,3,0.1111111111111111
1926,2336,1,0.2727272727272727
1926,1926,4,0.18181818181818182
1926,1926,2,0.2727272727272727
1926,5907,0,0.09090909090909091
1926,2962,0,0.09090909090909091
1926,57,3,0.09090909090909091
1927,1927,4,0.25
1927,225,2,0.25
1927,1848,1,0.5
1928,1928,0,0.3333333333333333
1928,1156,2,0.3333333333333333
1928,6097,1,0.3333333333333333
1929,2263,0,1.0
1930,1930,0,0.19444444444444445
1930,1930,4,0.1111111111111111
1930,1930,3,0.05555555555555555
1930,1930,5,0.19444444444444445
1930,90,2,0.027777777777777776
1930,90,1,0.027777777777777776
1930,5324,5,0.05555555555555555
1930,5324,3,0.05555555555555555
1930,5324,4,0.05555555555555555
1930,5324,0,0.027777777777777776
1930,5507,2,0.05555555555555555
1930,5856,2,0.027777777777777776
1930,4308,1,0.05555555555555555
1930,596,2,0.027777777777777776
1930,4042,4,0.027777777777777776
1931,1931,0,0.15
1931,1931,4,0.25
1931,1931,5,0.05
1931,3016,1,0.2
1931,3016,3,0.1
1931,5282,5,0.05
1931,4514,2,0.05
1931,6073,2,0.05
1931,986,2,0.05
1931,936,2,0.05
1932,273,5,0.08333333333333333
1932,1932,2,0.25
1932,1932,4,0.125
1932,1932,5,0.16666666666666666
1932,1932,3,0.125
1932,4482,0,0.08333333333333333
1932,2496,1,0.125
1932,1208,0,0.041666666666666664
1933,1933,1,0.04838709677419355
1933,1933,5,0.12903225806451613
1933,1933,3,0.14516129032258066
1933,1933,4,0.22580645161290322
1933,3474,4,0.016129032258064516
1933,3474,1,0.03225806451612903
1933,3848,0,0.03225806451612903
1933,6193,1,0.03225806451612903
1933,1160,2,0.03225806451612903
1933,5268,2,0.12903225806451613
1933,5392,1,0.03225806451612903
1933,5496,0,0.016129032258064516
1933,2285,1,0.03225806451612903
1933,3112,0,0.08064516129032258
1933,1644,0,0.016129032258064516
1934,1934,1,0.15517241379310345
1934,1934,4,0.14942528735632185
1934,5463,3,0.06896551724137931
1934,6362,2,0.16666666666666666
1934,2561,0,0.06896551724137931
1934,6230,5,0.13793103448275862
1934,4651,0,0.12643678160919541
1934,4276,3,0.017241379310344827
1934,149,3,0.028735632183908046
1934,6553,3,0.011494252873563218
1934,1680,3,0.040229885057471264
1934,3227,3,0.017241379310344827
1934,4924,3,0.005747126436781609
1934,5643,3,0.005747126436781609
1935,4971,3,0.5
1935,3566,0,0.5
1936,2577,2,1.0
1937,1937,5,0.2
1937,1937,1,0.2
1937,1947,2,0.2
1937,4997,3,0.2
1937,913,0,0.2
1938,1938,5,0.17105263157894737
1938,1938,2,0.19736842105263158
1938,1938,4,0.11842105263157894
1938,1938,0,0.09210526315789473
1938,696,0,0.09210526315789473
1938,696,3,0.05263157894736842
1938,2051,1,0.11842105263157894
1938,991,0,0.013157894736842105
1938,347,2,0.02631578947368421
1938,347,5,0.013157894736842105
1938,365,1,0.039473684210526314
1938,3424,1,0.013157894736842105
1938,6248,3,0.039473684210526314
1938,5291,4,0.013157894736842105
1939,5703,1,0.5
1939,4740,3,0.5
1940,6514,5,1.0
1941,3198,4,0.0625
1941,1941,1,0.125
1941,1941,4,0.125
1941,1941,5,0.25
1941,429,5,0.0625
1941,2202,0,0.0625
1941,85,2,0.0625
1941,5662,2,0.0625
1941,5662,3,0.125
1941,1250,0,0.0625
1942,5056,1,0.5
1942,2206,0,0.5
1943,3413,1,0.13333333333333333
1943,6613,5,0.26666666666666666
1943,6169,3,0.06666666666666667
1943,1943,4,0.2
1943,1943,2,0.2
1943,5580,0,0.13333333333333333
1944,1224,0,0.2
1944,1944,2,0.2
1944,1944,5,0.2
1944,1944,4,0.4
1945,1945,5,0.21739130434782608
1945,1945,4,0.08695652173913043
1945,1945,0,0.043478260869565216
1945,1648,0,0.043478260869565216
1945,1648,5,0.043478260869565216
1945,711,1,0.043478260869565216
1945,2652,2,0.17391304347826086
1945,5792,3,0.13043478260869565
1945,5973,1,0.043478260869565216
1945,1084,1,0.043478260869565216
1945,1947,2,0.043478260869565216
1945,2730,1,0.043478260869565216
1945,6071,3,0.043478260869565216
1946,413,0,0.07692307692307693
1946,1489,3,0.23076923076923078
1946,1946,4,0.23076923076923078
1946,1946,5,0.07692307692307693
1946,1946,1,0.15384615384615385
1946,2412,2,0.23076923076923078
1947,1947,2,0.18840579710144928
1947,1947,4,0.12318840579710146
1947,1947,0,0.07246376811594203
1947,1033,5,0.036231884057971016
1947,2636,1,0.08695652173913043
1947,5661,0,0.050724637681159424
1947,5661,3,0.007246376811594203
1947,5734,3,0.036231884057971016
1947,6507,1,0.014492753623188406
1947,5278,1,0.043478260869565216
1947,4476,3,0.021739130434782608
1947,3161,5,0.050724637681159424
1947,2652,2,0.028985507246376812
1947,2652,4,0.057971014492753624
1947,2652,0,0.014492753623188406
1947,6299,3,0.007246376811594203
1947,2175,3,0.021739130434782608
1947,42,5,0.043478260869565216
1947,4057,1,0.007246376811594203
1947,4456,3,0.007246376811594203
1947,3518,3,0.014492753623188406
1947,2185,0,0.014492753623188406
1947,3765,3,0.014492753623188406
1947,567,1,0.014492753623188406
1947,395,3,0.007246376811594203
1947,1937,3,0.007246376811594203
1947,6595,3,0.007246376811594203
1948,1948,2,0.16666666666666666
1948,1948,5,0.08333333333333333
1948,1948,4,0.3333333333333333
1948,5987,3,0.08333333333333333
1948,1049,3,0.08333333333333333
1948,2978,5,0.08333333333333333
1948,4221,3,0.08333333333333333
1948,1631,0,0.08333333333333333
1949,2285,1,0.2857142857142857
1949,1630,2,0.14285714285714285
1949,1996,1,0.14285714285714285
1949,1949,0,0.14285714285714285
1949,1891,5,0.14285714285714285
1949,5268,2,0.14285714285714285
1950,1950,5,0.5
1950,168,1,0.5
1951,1951,2,0.25
1951,1951,4,0.25
1951,4273,5,0.5
1952,6489,0,1.0
1953,1953,3,0.14285714285714285
1953,1953,4,0.07142857142857142
1953,1953,5,0.07142857142857142
1953,2149,0,0.07142857142857142
1953,322,4,0.07142857142857142
1953,906,2,0.07142857142857142
1953,1742,2,0.07142857142857142
1953,4724,4,0.07142857142857142
1953,2514,3,0.07142857142857142
1953,5681,4,0.07142857142857142
1953,1978,1,0.07142857142857142
1953,4586,3,0.07142857142857142
1953,1061,2,0.07142857142857142
1954,1954,0,0.11585365853658537
1954,1954,4,0.20121951219512196
1954,6167,3,0.1402439024390244
1954,5974,1,0.1524390243902439
1954,5803,3,0.06097560975609756
1954,5756,5,0.1524390243902439
1954,5355,2,0.1402439024390244
1954,2970,0,0.006097560975609756
1954,2970,4,0.006097560975609756
1954,3428,1,0.006097560975609756
1954,826,3,0.006097560975609756
1954,956,2,0.006097560975609756
1954,5988,0,0.006097560975609756
1955,1955,0,0.16666666666666666
1955,1955,4,0.2222222222222222
1955,1955,5,0.1111111111111111
1955,2020,2,0.05555555555555555
1955,401,1,0.1111111111111111
1955,2941,3,0.05555555555555555
1955,3973,1,0.1111111111111111
1955,5530,3,0.1111111111111111
1955,1106,1,0.05555555555555555
1956,1956,3,0.06912442396313365
1956,1956,2,0.12903225806451613
1956,1956,5,0.1382488479262673
1956,1956,4,0.1382488479262673
1956,2723,1,0.1152073732718894
1956,4009,5,0.06451612903225806
1956,4009,4,0.041474654377880185
1956,4009,2,0.05069124423963134
1956,4806,1,0.02304147465437788
1956,800,3,0.041474654377880185
1956,1412,0,0.09216589861751152
1956,3984,0,0.013824884792626729
1956,2848,3,0.06451612903225806
1956,5332,0,0.009216589861751152
1956,6497,0,0.009216589861751152
1957,994,0,0.2
1957,1957,1,0.2
1957,4079,3,0.2
1957,4175,0,0.2
1957,583,0,0.2
1958,5853,3,0.3333333333333333
1958,675,2,0.3333333333333333
1958,1426,5,0.3333333333333333
1959,810,0,0.14285714285714285
1959,1959,4,0.07142857142857142
1959,1959,5,0.21428571428571427
1959,1959,1,0.07142857142857142
1959,6133,1,0.07142857142857142
1959,185,2,0.21428571428571427
1959,5718,1,0.07142857142857142
1959,1170,3,0.07142857142857142
1959,1682,0,0.07142857142857142
1960,5892,0,0.05454545454545454
1960,6056,0,0.03636363636363636
1960,102,3,0.03636363636363636
1960,1960,3,0.01818181818181818
1960,1960,4,0.12727272727272726
1960,1960,1,0.12727272727272726
1960,1960,5,0.14545454545454545
1960,105,2,0.01818181818181818
1960,3340,5,0.03636363636363636
1960,4266,2,0.01818181818181818
1960,4256,2,0.09090909090909091
1960,3877,3,0.10909090909090909
1960,120,0,0.16363636363636364
1960,1729,3,0.01818181818181818
1961,6335,5,0.36363636363636365
1961,1961,4,0.2727272727272727
1961,1961,1,0.09090909090909091
1961,5328,2,0.09090909090909091
1961,1408,2,0.09090909090909091
