from,to,action,p(s'a|s)
438,387,0,0.09390444810543658
438,79,5,0.08072487644151564
438,79,4,0.08731466227347612
438,79,2,0.0757825370675453
438,1767,0,0.10378912685337727
438,559,1,0.085667215815486
438,2200,1,0.06754530477759473
438,730,3,0.07248764415156507
438,298,1,0.0016474464579901153
438,672,5,0.004942339373970346
438,672,4,0.0016474464579901153
438,672,2,0.0016474464579901153
438,1931,0,0.0032948929159802307
439,1937,1,0.14435695538057744
439,1571,5,0.18110236220472442
439,444,1,0.03412073490813648
439,1389,4,0.11286089238845144
439,1389,3,0.12860892388451445
439,1285,2,0.12598425196850394
439,887,0,0.12335958005249344
439,439,4,0.04461942257217848
439,439,3,0.04461942257217848
439,544,2,0.031496062992125984
439,1804,0,0.028871391076115485
440,1838,0,1.0
441,937,1,1.0
442,787,1,1.0
443,2128,1,0.24561403508771928
443,192,0,0.12280701754385964
443,443,4,0.17543859649122806
443,443,2,0.17543859649122806
443,443,5,0.08771929824561403
443,331,3,0.19298245614035087
444,444,5,0.05310457516339869
444,444,3,0.16013071895424835
444,444,2,0.16993464052287582
444,444,0,0.0457516339869281
444,444,4,0.16258169934640523
444,780,1,0.1781045751633987
444,1003,5,0.07679738562091504
444,1804,0,0.12173202614379085
444,887,0,0.006535947712418301
444,1937,3,0.0032679738562091504
444,1937,2,0.006535947712418301
444,1937,4,0.005718954248366013
444,1937,0,0.0024509803921568627
444,707,1,0.004901960784313725
444,5,5,0.0024509803921568627
445,445,5,0.5
445,309,1,0.5
446,61,1,1.0
447,1127,5,1.0
448,503,5,1.0
449,449,5,0.18518518518518517
449,449,3,0.25925925925925924
449,449,4,0.1111111111111111
449,449,2,0.037037037037037035
449,1569,1,0.07407407407407407
449,308,2,0.037037037037037035
449,308,0,0.037037037037037035
449,2279,0,0.037037037037037035
449,1893,0,0.037037037037037035
449,1899,0,0.14814814814814814
449,96,1,0.037037037037037035
450,2272,3,0.15789473684210525
450,457,1,0.10526315789473684
450,771,3,0.10526315789473684
450,450,0,0.21052631578947367
450,450,4,0.10526315789473684
450,450,5,0.05263157894736842
450,1610,2,0.15789473684210525
450,29,1,0.05263157894736842
450,1770,1,0.05263157894736842
451,451,1,0.5
451,185,0,0.5
452,62,0,0.4
452,418,2,0.2
452,1192,4,0.2
452,1192,5,0.2
453,1719,2,1.0
454,2485,1,0.08
454,454,0,0.08
454,454,4,0.12
454,454,5,0.16
454,2254,0,0.2
454,2254,4,0.08
454,1109,1,0.04
454,546,1,0.04
454,132,2,0.04
454,2507,3,0.04
454,2320,1,0.08
454,2576,1,0.04
455,455,2,0.1111111111111111
455,455,5,0.1111111111111111
455,355,1,0.1111111111111111
455,1344,4,0.1111111111111111
455,2468,4,0.1111111111111111
455,997,5,0.1111111111111111
455,2644,0,0.1111111111111111
455,713,4,0.1111111111111111
455,713,3,0.1111111111111111
456,5,3,0.16666666666666666
456,5,2,0.08333333333333333
456,2152,0,0.08333333333333333
456,456,1,0.08333333333333333
456,2023,0,0.08333333333333333
456,2023,2,0.08333333333333333
456,1003,3,0.25
456,683,0,0.08333333333333333
456,1649,5,0.08333333333333333
457,457,4,0.35294117647058826
457,457,2,0.17647058823529413
457,457,5,0.029411764705882353
457,457,3,0.08823529411764706
457,450,0,0.11764705882352941
457,2675,1,0.029411764705882353
457,1203,2,0.029411764705882353
457,1868,0,0.058823529411764705
457,2082,5,0.058823529411764705
457,2439,1,0.058823529411764705
458,458,4,0.06993006993006994
458,458,5,0.06993006993006994
458,458,2,0.02097902097902098
458,458,3,0.03496503496503497
458,902,2,0.07692307692307693
458,902,5,0.13286713286713286
458,902,3,0.1048951048951049
458,902,4,0.14685314685314685
458,33,0,0.055944055944055944
458,303,1,0.03496503496503497
458,1286,1,0.03496503496503497
458,2670,1,0.027972027972027972
458,1368,1,0.0979020979020979
458,387,0,0.055944055944055944
458,929,0,0.03496503496503497
459,459,5,0.5
459,773,0,0.5
460,40,1,1.0
461,12,3,0.0012077294685990338
461,461,4,0.17004830917874397
461,461,2,0.15386473429951691
461,461,5,0.17222222222222222
461,461,0,0.007004830917874396
461,2543,0,0.008695652173913044
461,807,1,0.0536231884057971
461,1327,3,0.16231884057971013
461,1327,2,0.004830917874396135
461,1710,1,0.1036231884057971
461,1597,0,0.12294685990338164
461,2639,0,0.015217391304347827
461,1503,5,0.0014492753623188406
461,1503,4,0.001932367149758454
461,1503,2,0.000966183574879227
461,1503,0,0.00024154589371980676
461,424,1,0.013768115942028985
461,1855,0,0.003864734299516908
461,523,0,0.0004830917874396135
461,2394,1,0.0004830917874396135
461,1359,0,0.0004830917874396135
461,1326,1,0.00024154589371980676
461,338,0,0.0004830917874396135
462,727,5,0.3333333333333333
462,1598,1,0.3333333333333333
462,1835,4,0.3333333333333333
463,1666,3,0.05
463,1666,2,0.05
463,852,0,0.1
463,658,1,0.15
463,463,4,0.1
463,463,2,0.15
463,463,3,0.05
463,1437,5,0.15
463,2250,0,0.1
463,987,3,0.05
463,1783,4,0.05
464,464,5,0.16666666666666666
464,196,0,0.16666666666666666
464,1453,1,0.16666666666666666
464,2452,1,0.16666666666666666
464,1450,2,0.16666666666666666
464,1541,0,0.16666666666666666
465,1560,0,1.0
466,466,2,0.5
466,2428,5,0.25
466,714,1,0.25
467,467,5,0.5
467,526,5,0.5
468,2110,5,0.5
468,719,5,0.5
469,2197,2,1.0
470,470,4,0.5
470,1478,0,0.5
471,462,4,1.0
472,472,3,0.125
472,472,4,0.15833333333333333
472,472,5,0.11666666666666667
472,345,2,0.16666666666666666
472,484,5,0.03333333333333333
472,484,4,0.025
472,484,3,0.008333333333333333
472,1232,3,0.016666666666666666
472,1232,5,0.008333333333333333
472,1135,1,0.058333333333333334
472,791,1,0.075
472,1205,2,0.025
472,2084,0,0.075
472,237,0,0.016666666666666666
472,2523,1,0.008333333333333333
472,1560,0,0.016666666666666666
472,1627,2,0.008333333333333333
472,1331,4,0.008333333333333333
472,1331,5,0.008333333333333333
472,1416,2,0.008333333333333333
472,1677,1,0.008333333333333333
472,2,1,0.016666666666666666
472,1582,0,0.008333333333333333
473,78,2,0.16326530612244897
473,473,4,0.1836734693877551
473,473,5,0.10204081632653061
473,473,3,0.10204081632653061
473,1732,1,0.16326530612244897
473,670,0,0.24489795918367346
473,141,1,0.04081632653061224
474,474,0,0.25
474,474,4,0.25
474,858,1,0.25
474,249,3,0.25
475,2545,5,1.0
476,502,2,1.0
477,1612,0,1.0
478,1136,4,0.25
478,478,5,0.25
478,1293,0,0.5
479,2028,2,0.5
479,2314,1,0.5
480,480,3,0.5
480,331,2,0.5
481,1624,1,0.125
481,2265,0,0.25
481,1886,1,0.0625
481,481,5,0.25
481,481,2,0.125
481,986,3,0.1875
482,482,3,0.17357606344628695
482,482,5,0.04722422494592646
482,482,2,0.16059841384282625
482,482,4,0.17123287671232876
482,482,0,0.04794520547945205
482,1327,5,0.11211247296322999
482,996,0,0.10093727469358327
482,145,0,0.009012256669069935
482,1883,2,0.0005407354001441961
482,1883,3,0.0007209805335255948
482,1883,4,0.0005407354001441961
482,644,1,0.16276135544340303
482,1489,0,0.008111031002162941
482,12,5,0.0007209805335255948
482,2558,1,0.0003604902667627974
482,1965,1,0.0014419610670511895
482,2649,1,0.0019826964671953856
482,2258,0,0.0001802451333813987
483,32,2,1.0
484,237,0,0.08823529411764706
484,1555,5,0.17647058823529413
484,472,3,0.11764705882352941
484,472,4,0.029411764705882353
484,484,4,0.058823529411764705
484,484,3,0.14705882352941177
484,1135,1,0.11764705882352941
484,345,2,0.058823529411764705
484,1205,2,0.08823529411764706
484,2084,0,0.058823529411764705
484,1293,0,0.029411764705882353
484,791,1,0.029411764705882353
485,2091,3,1.0
486,486,3,0.3333333333333333
486,486,4,0.16666666666666666
486,378,0,0.16666666666666666
486,1353,1,0.16666666666666666
486,389,5,0.16666666666666666
487,1754,5,1.0
488,488,2,0.2682926829268293
488,488,3,0.14634146341463414
488,488,5,0.04878048780487805
488,488,4,0.14634146341463414
488,1704,1,0.12195121951219512
488,1074,0,0.14634146341463414
488,1120,5,0.04878048780487805
488,2059,1,0.07317073170731707
489,1887,4,1.0
490,821,4,0.25
490,1013,2,0.25
490,190,2,0.25
490,852,0,0.25
491,2376,3,0.25
491,491,5,0.25
491,741,0,0.5
492,608,2,0.5
492,2317,1,0.25
492,2389,1,0.25
493,493,4,0.375
493,493,5,0.125
493,1121,0,0.25
493,2251,3,0.25
494,1837,5,0.5
494,1515,0,0.25
494,1867,2,0.25
495,495,2,0.14285714285714285
495,495,4,0.2857142857142857
495,495,3,0.14285714285714285
495,2178,0,0.14285714285714285
495,958,5,0.14285714285714285
495,946,1,0.14285714285714285
496,2619,3,1.0
497,497,4,0.12903225806451613
497,497,5,0.1935483870967742
497,497,3,0.0967741935483871
497,923,2,0.03225806451612903
497,1053,0,0.12903225806451613
497,2487,2,0.03225806451612903
497,2457,2,0.16129032258064516
497,1906,1,0.0967741935483871
497,1011,0,0.06451612903225806
497,1392,3,0.03225806451612903
497,745,5,0.03225806451612903
498,1746,2,0.2
498,2259,1,0.2
498,336,5,0.3
498,2598,1,0.2
498,498,0,0.1
499,499,4,0.25
499,499,0,0.0625
499,499,3,0.125
499,499,2,0.1875
499,499,5,0.09375
499,568,1,0.1875
499,604,0,0.03125
499,101,2,0.03125
499,101,4,0.03125
500,1392,3,0.19230769230769232
500,2487,2,0.15384615384615385
500,500,5,0.23076923076923078
500,500,4,0.15384615384615385
500,500,0,0.15384615384615385
500,1310,1,0.11538461538461539
501,501,4,0.5
501,2069,0,0.5
502,2119,1,1.0
503,1024,0,0.18181818181818182
503,503,4,0.18181818181818182
503,503,2,0.18181818181818182
503,503,5,0.11363636363636363
503,1195,1,0.022727272727272728
503,2310,5,0.045454545454545456
503,513,1,0.13636363636363635
503,1808,3,0.09090909090909091
503,1363,0,0.022727272727272728
503,231,1,0.022727272727272728
504,504,3,0.5
504,1990,1,0.5
505,505,4,0.13846153846153847
505,505,2,0.2153846153846154
505,505,5,0.06153846153846154
505,505,0,0.07692307692307693
505,505,3,0.1076923076923077
505,1336,0,0.12307692307692308
505,1279,5,0.13846153846153847
505,2273,1,0.12307692307692308
505,1520,3,0.015384615384615385
506,2377,3,0.4
506,776,1,0.2
506,1889,2,0.2
506,2615,5,0.2
507,1378,1,0.3333333333333333
507,507,4,0.16666666666666666
507,507,3,0.16666666666666666
507,507,5,0.3333333333333333
508,508,4,0.5
508,83,0,0.5
509,503,2,0.09090909090909091
509,503,4,0.045454545454545456
509,503,5,0.09090909090909091
509,509,4,0.09090909090909091
509,509,2,0.09090909090909091
509,509,5,0.09090909090909091
509,513,1,0.045454545454545456
509,922,1,0.045454545454545456
509,1808,3,0.045454545454545456
509,2361,3,0.09090909090909091
509,725,0,0.13636363636363635
509,1024,0,0.045454545454545456
509,1911,1,0.045454545454545456
509,573,1,0.045454545454545456
510,2636,1,1.0
511,2596,5,0.5
511,2596,3,0.5
512,2309,2,0.5
512,1509,2,0.5
513,1024,0,0.10666666666666667
513,513,5,0.22666666666666666
513,513,3,0.09333333333333334
513,513,2,0.14666666666666667
513,513,4,0.12
513,513,0,0.013333333333333334
513,1195,4,0.02666666666666667
513,1195,5,0.013333333333333334
513,1195,2,0.013333333333333334
513,1911,5,0.013333333333333334
513,1911,4,0.02666666666666667
513,1911,2,0.013333333333333334
513,1282,1,0.12
513,573,0,0.013333333333333334
513,1361,1,0.02666666666666667
513,1363,0,0.02666666666666667
514,514,4,0.375
514,514,5,0.125
514,656,1,0.25
514,1841,2,0.125
514,1473,1,0.125
515,883,5,0.2
515,255,1,0.2
515,515,2,0.12
515,515,4,0.24
515,515,5,0.12
515,515,3,0.04
515,2141,0,0.08
516,516,2,0.5
516,138,5,0.5
517,517,2,0.09090909090909091
517,517,3,0.18181818181818182
517,517,4,0.09090909090909091
517,301,0,0.09090909090909091
517,1573,5,0.09090909090909091
517,1130,4,0.09090909090909091
517,80,5,0.09090909090909091
517,2086,5,0.09090909090909091
517,1447,3,0.09090909090909091
517,1864,0,0.09090909090909091
518,179,0,1.0
519,519,3,0.5
519,1436,1,0.5
520,131,5,0.1686046511627907
520,520,3,0.1569767441860465
520,520,4,0.19767441860465115
520,1917,0,0.12790697674418605
520,1972,2,0.19767441860465115
520,428,1,0.03488372093023256
520,203,1,0.06395348837209303
520,1555,3,0.01744186046511628
520,1555,4,0.005813953488372093
520,1993,1,0.005813953488372093
520,472,5,0.005813953488372093
520,838,0,0.005813953488372093
520,1207,1,0.011627906976744186
521,521,4,0.5
521,867,3,0.5
522,2013,3,0.3333333333333333
522,522,2,0.3333333333333333
522,1312,3,0.3333333333333333
523,523,0,0.10376134889753567
523,523,4,0.10765239948119326
523,523,5,0.0933852140077821
523,1597,0,0.07522697795071336
523,1597,4,0.054474708171206226
523,1597,5,0.07652399481193256
523,461,1,0.00648508430609598
523,2327,2,0.08949416342412451
523,1359,5,0.0025940337224383916
523,1359,0,0.0012970168612191958
523,2001,3,0.07911802853437094
523,1503,1,0.014267185473411154
523,2151,1,0.05188067444876784
523,1277,2,0.0609597924773022
523,338,1,0.011673151750972763
523,1855,1,0.014267185473411154
523,1411,3,0.08430609597924774
523,2639,1,0.041504539559014265
523,1575,5,0.0025940337224383916
523,1382,1,0.014267185473411154
523,2543,1,0.007782101167315175
523,1914,3,0.0025940337224383916
523,2053,2,0.0012970168612191958
523,2417,1,0.0012970168612191958
523,2216,2,0.0012970168612191958
524,677,0,0.5
524,113,3,0.25
524,524,5,0.25
525,1740,0,1.0
526,2587,1,0.5
526,1790,2,0.5
527,536,5,0.34375
527,2438,2,0.125
527,527,4,0.125
527,527,3,0.15625
527,2231,1,0.03125
527,861,3,0.09375
527,861,4,0.03125
527,699,1,0.03125
527,2242,0,0.03125
527,795,1,0.03125
528,570,0,1.0
529,2107,2,1.0
530,530,1,0.5
530,394,3,0.5
531,531,3,0.25
531,531,4,0.5
531,2025,1,0.25
532,1029,4,1.0
533,533,5,0.2
533,533,4,0.2
533,1857,2,0.2
533,2269,1,0.2
533,2269,5,0.2
534,2550,5,0.2222222222222222
534,272,1,0.1111111111111111
534,1423,5,0.2222222222222222
534,2619,5,0.1111111111111111
534,2332,4,0.1111111111111111
534,534,3,0.1111111111111111
534,534,4,0.1111111111111111
535,535,4,0.5
535,368,3,0.25
535,2379,1,0.25
536,2310,2,0.16129032258064516
536,1363,0,0.15053763440860216
536,1195,1,0.11559139784946236
536,861,5,0.051075268817204304
536,771,5,0.056451612903225805
536,536,3,0.1478494623655914
536,536,4,0.1935483870967742
536,618,5,0.013440860215053764
536,527,5,0.03225806451612903
536,2095,1,0.016129032258064516
536,783,1,0.016129032258064516
536,2301,1,0.0456989247311828
537,1070,0,1.0
538,1992,1,0.3333333333333333
538,1548,0,0.3333333333333333
538,177,0,0.3333333333333333
539,2413,1,0.26
539,539,5,0.08
539,539,4,0.08
539,539,2,0.2
539,539,3,0.14
539,539,0,0.06
539,918,5,0.12
539,1000,0,0.06
540,634,3,0.25
540,540,0,0.25
540,18,1,0.25
540,2337,3,0.25
541,522,1,0.125
541,115,4,0.25
541,115,0,0.125
541,357,5,0.125
541,281,4,0.125
541,635,2,0.125
541,541,4,0.125
542,2410,3,0.13333333333333333
542,542,0,0.13333333333333333
542,542,4,0.26666666666666666
542,542,5,0.23333333333333334
542,936,1,0.06666666666666667
542,1862,2,0.13333333333333333
542,1494,1,0.03333333333333333
543,261,0,0.3333333333333333
543,393,5,0.3333333333333333
543,1394,2,0.3333333333333333
544,444,1,0.01775147928994083
544,1389,3,0.15976331360946747
544,1804,0,0.01775147928994083
544,1983,5,0.029585798816568046
544,1285,2,0.1301775147928994
544,1285,4,0.1301775147928994
544,887,0,0.1893491124260355
544,544,4,0.029585798816568046
544,544,2,0.01775147928994083
544,2252,5,0.08875739644970414
544,1937,1,0.15384615384615385
544,1617,5,0.01775147928994083
544,439,3,0.01775147928994083
545,545,5,0.20253164556962025
545,545,1,0.12658227848101267
545,545,4,0.16455696202531644
545,1537,3,0.17721518987341772
545,85,0,0.08860759493670886
545,85,2,0.1518987341772152
545,765,0,0.0759493670886076
545,2405,0,0.012658227848101266
546,546,5,0.16666666666666666
546,546,4,0.3333333333333333
546,546,3,0.16666666666666666
546,209,2,0.16666666666666666
546,1210,1,0.16666666666666666
547,2603,5,0.3333333333333333
547,1839,1,0.3333333333333333
547,2194,5,0.3333333333333333
548,548,2,0.16666666666666666
548,649,3,0.3333333333333333
548,434,0,0.5
549,549,2,0.5
549,2657,5,0.5
550,1633,2,0.09523809523809523
550,550,3,0.14285714285714285
550,550,4,0.09523809523809523
550,1918,4,0.047619047619047616
550,1918,3,0.047619047619047616
550,1621,5,0.09523809523809523
550,1748,2,0.14285714285714285
550,1219,1,0.09523809523809523
550,891,0,0.09523809523809523
550,1768,1,0.09523809523809523
550,1483,1,0.047619047619047616
551,1360,5,1.0
552,1763,5,1.0
553,593,3,0.25
553,593,5,0.25
553,2459,1,0.25
553,1585,0,0.25
554,293,0,1.0
555,2038,0,1.0
556,556,5,0.5
556,562,1,0.5
557,557,2,0.25
557,557,4,0.25
557,1178,5,0.5
558,558,1,0.3333333333333333
558,50,0,0.3333333333333333
558,1873,2,0.3333333333333333
559,559,5,0.12636641888937472
559,559,4,0.12680367293397463
559,559,3,0.13270660253607347
559,559,0,0.03935286401399213
559,559,2,0.12330564057717534
559,2200,2,0.04285089637079143
559,2200,3,0.04044599912549191
559,2200,4,0.039134236991692176
559,2200,5,0.04044599912549191
559,2200,0,0.012024486226497596
559,1934,1,0.12724092697857456
559,1767,0,0.08067337122868387
559,387,0,0.029077393965894184
559,2033,1,0.039134236991692176
559,134,4,0.00021862702229995628
559,298,5,0.00021862702229995628
560,2068,3,0.34375
560,560,0,0.0625
560,560,4,0.21875
560,560,5,0.15625
560,1707,1,0.09375
560,1506,2,0.125
561,561,3,0.5
561,209,5,0.5
562,1348,0,0.16666666666666666
562,562,3,0.3333333333333333
562,562,4,0.16666666666666666
562,2348,1,0.16666666666666666
562,2684,5,0.16666666666666666
563,684,5,0.14285714285714285
563,563,4,0.2857142857142857
563,563,3,0.14285714285714285
563,1803,0,0.2857142857142857
563,1923,1,0.14285714285714285
564,1123,2,0.25
564,564,4,0.125
564,564,3,0.125
564,226,5,0.25
564,2692,0,0.125
564,268,1,0.0625
564,252,1,0.0625
565,1919,4,1.0
566,453,1,1.0
567,300,1,0.5
567,1621,3,0.5
568,499,0,0.3333333333333333
568,499,2,0.2222222222222222
568,499,3,0.1111111111111111
568,568,1,0.1111111111111111
568,568,4,0.1111111111111111
568,568,5,0.1111111111111111
569,1194,1,0.3333333333333333
569,569,5,0.3333333333333333
569,2107,2,0.3333333333333333
570,1069,3,0.25
570,570,4,0.25
570,570,5,0.125
570,570,0,0.25
570,1588,1,0.125
571,210,1,0.2
571,1078,2,0.4
571,571,3,0.2
571,2482,4,0.2
572,2209,2,0.375
572,572,0,0.041666666666666664
572,572,3,0.125
572,572,4,0.16666666666666666
572,2263,1,0.08333333333333333
572,336,0,0.08333333333333333
572,2577,1,0.041666666666666664
572,2291,5,0.08333333333333333
573,573,2,0.13043478260869565
573,573,4,0.043478260869565216
573,725,0,0.21739130434782608
573,1911,5,0.13043478260869565
573,1911,3,0.17391304347826086
573,1911,2,0.043478260869565216
573,1911,4,0.13043478260869565
573,187,2,0.043478260869565216
573,1282,1,0.043478260869565216
573,2459,1,0.043478260869565216
574,574,3,0.5
574,574,5,0.25
574,875,0,0.25
575,1983,2,0.25
575,1983,4,0.25
575,1983,5,0.25
575,1106,1,0.25
576,576,0,1.0
577,577,4,0.16021765417170497
577,577,3,0.1608222490931076
577,577,5,0.1596130592503023
577,577,0,0.0048367593712212815
577,2063,1,0.049576783555018135
577,1387,0,0.020556227327690448
577,2609,0,0.11789600967351874
577,1434,1,0.11185006045949214
577,1003,2,0.1674727932285369
577,1003,3,0.008464328899637243
577,693,0,0.010882708585247884
577,1536,0,0.0006045949214026602
577,683,0,0.003022974607013301
577,2387,5,0.0012091898428053204
577,2387,0,0.0006045949214026602
577,2387,3,0.0012091898428053204
577,2387,4,0.0006045949214026602
577,1649,1,0.011487303506650543
577,1933,1,0.0018137847642079807
577,1491,0,0.004232164449818622
577,2489,1,0.0006045949214026602
577,5,2,0.0018137847642079807
577,1189,0,0.0006045949214026602
578,1896,1,0.0827250608272506
578,1081,5,0.072992700729927
578,962,2,0.07785888077858881
578,2187,3,0.11435523114355231
578,1799,0,0.0948905109489051
578,1799,4,0.0705596107055961
578,578,4,0.072992700729927
578,578,0,0.0535279805352798
578,2234,3,0.08029197080291971
578,2203,1,0.09245742092457421
578,436,5,0.031630170316301706
578,590,2,0.08029197080291971
578,1313,5,0.0364963503649635
578,313,5,0.038929440389294405
579,1940,1,1.0
580,1228,1,1.0
581,167,3,0.5714285714285714
581,2476,5,0.2857142857142857
581,581,2,0.14285714285714285
583,1998,3,1.0
584,584,5,0.2
584,584,4,0.2
584,753,3,0.2
584,1431,2,0.2
584,2420,2,0.2
585,1917,5,0.08333333333333333
585,1917,0,0.25
585,838,0,0.08333333333333333
585,1370,2,0.08333333333333333
585,203,1,0.08333333333333333
585,585,4,0.08333333333333333
585,585,0,0.08333333333333333
585,585,5,0.08333333333333333
585,1972,2,0.08333333333333333
585,615,3,0.08333333333333333
586,2525,2,1.0
587,587,4,0.6666666666666666
587,1829,5,0.3333333333333333
588,588,4,0.25
588,2046,1,0.25
588,1898,5,0.25
588,998,3,0.25
589,589,3,0.5
589,1424,1,0.5
590,1890,4,0.019498607242339833
590,1890,2,0.025069637883008356
590,578,0,0.03899721448467967
590,590,2,0.07242339832869081
590,590,4,0.06963788300835655
590,2026,0,0.027855153203342618
590,2187,3,0.08356545961002786
590,1144,5,0.025069637883008356
590,1799,0,0.0807799442896936
590,2203,1,0.033426183844011144
590,361,1,0.011142061281337047
590,862,1,0.008356545961002786
590,1723,4,0.019498607242339833
590,1723,2,0.019498607242339833
590,2111,5,0.04456824512534819
590,1756,1,0.008356545961002786
590,2234,3,0.05013927576601671
590,1896,1,0.033426183844011144
590,223,3,0.022284122562674095
590,1330,3,0.019498607242339833
590,916,1,0.013927576601671309
590,962,4,0.0807799442896936
590,962,2,0.055710306406685235
590,680,1,0.005571030640668524
590,1474,1,0.016713091922005572
590,2411,5,0.03064066852367688
590,288,0,0.022284122562674095
590,400,5,0.011142061281337047
590,2223,5,0.011142061281337047
590,2226,5,0.016713091922005572
590,1563,2,0.002785515320334262
590,1244,5,0.008356545961002786
590,409,1,0.005571030640668524
590,1086,5,0.005571030640668524
591,591,0,0.16666666666666666
591,591,5,0.16666666666666666
591,1242,2,0.16666666666666666
591,514,5,0.16666666666666666
591,514,0,0.16666666666666666
591,514,4,0.16666666666666666
592,1939,5,0.25
592,1939,1,0.25
592,592,5,0.25
592,592,4,0.25
593,573,0,0.2
593,1282,1,0.2
593,351,1,0.2
593,2322,0,0.2
593,1680,4,0.2
594,1418,1,0.3333333333333333
594,1135,1,0.1111111111111111
594,594,5,0.3333333333333333
594,594,0,0.1111111111111111
594,237,4,0.1111111111111111
595,1501,3,1.0
596,1826,3,0.1111111111111111
596,1117,5,0.3333333333333333
596,1276,4,0.1111111111111111
596,2302,5,0.2222222222222222
596,1735,2,0.1111111111111111
596,193,5,0.1111111111111111
597,1981,5,0.3333333333333333
597,617,1,0.3333333333333333
597,1301,2,0.3333333333333333
598,284,1,0.15384615384615385
598,1317,5,0.15384615384615385
598,598,4,0.2692307692307692
598,598,3,0.2692307692307692
598,598,2,0.11538461538461539
598,836,0,0.038461538461538464
599,599,5,0.16080402010050251
599,599,1,0.18592964824120603
599,599,4,0.1407035175879397
599,2671,2,0.17587939698492464
599,2671,3,0.01507537688442211
599,369,0,0.12562814070351758
599,2676,0,0.020100502512562814
599,826,3,0.135678391959799
599,826,0,0.010050251256281407
599,1139,0,0.01507537688442211
599,633,2,0.005025125628140704
599,633,3,0.005025125628140704
599,2138,3,0.005025125628140704
600,600,2,0.3333333333333333
600,340,1,0.6666666666666666
601,1450,4,0.1111111111111111
601,1450,3,0.1111111111111111
601,196,0,0.1111111111111111
601,791,5,0.4444444444444444
601,1453,1,0.1111111111111111
601,464,3,0.1111111111111111
602,602,5,0.42857142857142855
602,602,1,0.07142857142857142
602,602,4,0.21428571428571427
602,2476,0,0.07142857142857142
602,1742,3,0.14285714285714285
602,1249,2,0.07142857142857142
603,140,1,0.08333333333333333
603,603,4,0.16666666666666666
603,603,5,0.16666666666666666
603,603,2,0.1111111111111111
603,336,0,0.16666666666666666
603,158,3,0.2222222222222222
603,572,1,0.08333333333333333
604,2093,2,0.5
604,2011,4,0.5
605,1903,5,1.0
606,1330,4,0.25
606,1330,3,0.125
606,2554,2,0.125
606,899,0,0.125
606,1722,5,0.125
606,288,0,0.25
607,666,5,0.3333333333333333
607,1957,2,0.3333333333333333
607,1010,0,0.3333333333333333
608,1206,1,0.052083333333333336
608,2196,4,0.15625
608,2196,2,0.15104166666666666
608,1341,1,0.052083333333333336
608,2456,4,0.005208333333333333
608,2296,1,0.041666666666666664
608,637,3,0.171875
608,1859,0,0.140625
608,1019,3,0.010416666666666666
608,2252,5,0.13541666666666666
608,608,4,0.020833333333333332
608,608,2,0.005208333333333333
608,1492,0,0.015625
608,2317,1,0.010416666666666666
608,1507,5,0.020833333333333332
608,2389,1,0.005208333333333333
608,2597,1,0.005208333333333333
609,609,5,0.15594855305466238
609,609,4,0.16467615985300874
609,609,3,0.1607717041800643
609,609,0,0.0025264124942581535
609,799,2,0.0025264124942581535
609,341,4,0.0029857602204869087
609,341,5,0.003215434083601286
609,341,3,0.003445107946715664
609,341,0,0.00045934772622875517
609,1368,1,0.05558107487367937
609,224,2,0.16766192007349565
609,224,3,0.005052824988516307
609,1167,0,0.027331189710610933
609,929,0,0.1157556270096463
609,1286,1,0.009186954524575103
609,2343,1,0.10082682590721176
609,902,0,0.009186954524575103
609,2670,1,0.00045934772622875517
609,458,0,0.001607717041800643
609,2553,0,0.00022967386311437759
609,2033,1,0.0009186954524575103
609,387,0,0.0013780431786862655
609,37,0,0.0036747818098300414
609,33,0,0.002756086357372531
609,303,1,0.0018373909049150207
610,2115,3,0.18181818181818182
610,610,1,0.45454545454545453
610,610,4,0.18181818181818182
610,429,0,0.09090909090909091
610,1876,3,0.09090909090909091
611,400,5,0.2
611,400,4,0.2
611,611,2,0.4
611,1722,3,0.2
612,1821,4,0.5
612,1171,1,0.5
613,1655,1,0.5
613,868,0,0.5
614,596,3,1.0
615,1993,1,1.0
616,616,2,0.5
616,1897,2,0.5
617,1650,1,0.3333333333333333
617,2421,2,0.3333333333333333
617,1920,3,0.3333333333333333
618,618,3,0.16666666666666666
618,618,4,0.05555555555555555
618,536,5,0.16666666666666666
618,771,4,0.16666666666666666
618,1770,1,0.2222222222222222
618,457,1,0.05555555555555555
618,1495,0,0.16666666666666666
619,2180,2,0.5
619,1609,0,0.5
620,1772,5,1.0
621,148,5,0.05426356589147287
621,1387,1,0.06976744186046512
621,621,4,0.07751937984496124
621,621,3,0.07751937984496124
621,1571,3,0.10077519379844961
621,1571,4,0.10852713178294573
621,2609,0,0.08527131782945736
621,2388,5,0.03875968992248062
621,1189,0,0.07751937984496124
621,683,1,0.015503875968992248
621,2252,2,0.07751937984496124
621,2551,5,0.05426356589147287
621,208,2,0.07751937984496124
621,439,5,0.031007751937984496
621,2455,1,0.023255813953488372
621,2387,1,0.015503875968992248
621,693,1,0.007751937984496124
621,577,1,0.007751937984496124
622,557,2,0.2857142857142857
622,622,3,0.42857142857142855
622,622,5,0.14285714285714285
622,622,4,0.14285714285714285
623,578,4,1.0
624,1695,0,0.4
624,624,2,0.4
624,701,1,0.2
625,1707,2,0.5
625,1482,3,0.5
626,1362,2,0.5
